"peak","gene.name"
"30073","chr17_47711041_47711532","SPOP"
"30074","chr17_47712230_47712696","SPOP"
"30075","chr17_47714051_47716444","SPOP"
"30076","chr17_47717164_47722166","SPOP"
"30077","chr17_47725546_47725708","SPOP"
"30078","chr17_47727112_47727500","SPOP"
"30079","chr17_47730670_47736148","SPOP"
"30080","chr17_47736695_47737286","SPOP"
"30081","chr17_47738374_47738694","SPOP"
"30082","chr17_47740847_47743174","SPOP"
"30083","chr17_47789593_47790510","RP11-613C6.2"
"30084","chr17_47802202_47802839","FAM117A"
"30085","chr17_47810117_47810710","FAM117A"
"30086","chr17_47820047_47822589","FAM117A"
"30087","chr17_47829350_47833143","FAM117A"
"30088","chr17_47840208_47842301","FAM117A"
"30089","chr17_47842982_47843805","FAM117A"
"30090","chr17_47846719_47848793","FAM117A"
"30091","chr17_47850254_47852754","FAM117A"
"30092","chr17_47862734_47863055","FAM117A"
"30093","chr17_47864736_47865400","FAM117A"
"30094","chr17_47872459_47872784","KAT7"
"30095","chr17_47881869_47883595","KAT7"
"30096","chr17_47884737_47885825","KAT7"
"30097","chr17_47889522_47890554","KAT7"
"30098","chr17_47894694_47898710","KAT7"
"30099","chr17_47917968_47918431","TAC4"
"30100","chr17_47969857_47972120","RP11-304F15.4"
"30101","chr17_47978257_47978812","RP11-304F15.4"
"30102","chr17_47997416_47998090","RP11-304F15.6"
"30103","chr17_47999582_48000026","RP11-304F15.6"
"30104","chr17_48000941_48004238","RP11-304F15.6"
"30105","chr17_48007259_48007814","RP11-304F15.6"
"30106","chr17_48014198_48014670","RP11-304F15.5"
"30107","chr17_48017163_48018774","RP11-304F15.5"
"30108","chr17_48046923_48049844","DLX4"
"30109","chr17_48051669_48052277","DLX4"
"30110","chr17_48074091_48074810","DLX3"
"30111","chr17_48080138_48080647","RP11-1094H24.3"
"30112","chr17_48085843_48086240","RP11-1094H24.3"
"30113","chr17_48131032_48131664","RP11-1094H24.4"
"30114","chr17_48139854_48140907","ITGA3"
"30115","chr17_48153869_48154057","ITGA3"
"30116","chr17_48194034_48194557","SAMD14"
"30117","chr17_48240973_48241481","SGCA"
"30118","chr17_48243999_48244739","SGCA"
"30119","chr17_48265334_48265906","COL1A1"
"30120","chr17_48294194_48295986","RP11-893F2.15"
"30121","chr17_48351781_48352308","TMEM92"
"30122","chr17_48358248_48358588","TMEM92"
"30123","chr17_48426325_48426779","XYLT2"
"30124","chr17_48427545_48431386","XYLT2"
"30125","chr17_48433062_48433463","XYLT2"
"30126","chr17_48438420_48443286","XYLT2"
"30127","chr17_48444176_48445511","MRPL27"
"30128","chr17_48453265_48454379","EME1"
"30129","chr17_48456637_48457880","EME1"
"30130","chr17_48460117_48460318","LRRC59"
"30131","chr17_48472255_48472964","LRRC59"
"30132","chr17_48505629_48506374","ACSF2"
"30133","chr17_48510984_48511691","ACSF2"
"30134","chr17_48512906_48513787","ACSF2"
"30135","chr17_48517455_48517812","ACSF2"
"30136","chr17_48526772_48527749","ACSF2"
"30137","chr17_48540133_48545382","ACSF2"
"30138","chr17_48546588_48549046","ACSF2"
"30139","chr17_48555119_48556210","RSAD1"
"30140","chr17_48561135_48562417","RSAD1"
"30141","chr17_48575545_48583540","RP11-94C24.6"
"30142","chr17_48584921_48586707","RP11-94C24.6"
"30143","chr17_48587835_48588683","MYCBPAP"
"30144","chr17_48589471_48590519","MYCBPAP"
"30145","chr17_48592025_48594653","MYCBPAP"
"30146","chr17_48596102_48599155","MYCBPAP"
"30147","chr17_48601382_48603184","MYCBPAP"
"30148","chr17_48604043_48604208","MYCBPAP"
"30149","chr17_48608993_48615457","EPN3"
"30150","chr17_48616427_48616687","EPN3"
"30151","chr17_48617667_48619523","EPN3"
"30152","chr17_48624699_48627111","SPATA20"
"30153","chr17_48633371_48634308","CACNA1G-AS1"
"30154","chr17_48636389_48636998","CACNA1G-AS1"
"30155","chr17_48646245_48647943","CACNA1G"
"30156","chr17_48671588_48672073","CACNA1G"
"30157","chr17_48678038_48678875","CACNA1G"
"30158","chr17_48718625_48721077","ABCC3"
"30159","chr17_48722301_48725822","ABCC3"
"30160","chr17_48726608_48727345","ABCC3"
"30161","chr17_48728031_48729283","ABCC3"
"30162","chr17_48733040_48733386","ABCC3"
"30163","chr17_48738857_48739542","ABCC3"
"30164","chr17_48746263_48748039","ABCC3"
"30165","chr17_48749792_48750087","ABCC3"
"30166","chr17_48754638_48755771","ABCC3"
"30167","chr17_48756970_48757243","ABCC3"
"30168","chr17_48769528_48769532","ABCC3"
"30169","chr17_48800613_48801004","LUC7L3"
"30170","chr17_48804792_48805417","LUC7L3"
"30171","chr17_48814368_48814851","LUC7L3"
"30172","chr17_48816489_48817832","LUC7L3"
"30173","chr17_48830353_48834107","LUC7L3"
"30174","chr17_48835832_48839329","LINC00483"
"30175","chr17_48840887_48842165","LINC00483"
"30176","chr17_48907394_48910935","WFIKKN2"
"30177","chr17_48915134_48916602","WFIKKN2"
"30178","chr17_48943697_48945597","TOB1"
"30179","chr17_48952854_48953329","TOB1-AS1"
"30180","chr17_49132676_49132931","SPAG9"
"30181","chr17_49180248_49180885","SPAG9"
"30182","chr17_49190909_49194650","SPAG9"
"30183","chr17_49229057_49232289","NME1"
"30184","chr17_49235056_49236023","NME1"
"30185","chr17_49236993_49237367","NME1"
"30186","chr17_49259634_49261417","MBTD1"
"30187","chr17_49277700_49278031","MBTD1"
"30188","chr17_49290758_49291083","MBTD1"
"30189","chr17_49315385_49317741","MBTD1"
"30190","chr17_49328205_49328894","MBTD1"
"30191","chr17_49338778_49339346","MBTD1"
"30192","chr17_49340800_49344012","UTP18"
"30193","chr17_49344647_49345304","UTP18"
"30194","chr17_49358374_49359275","UTP18"
"30195","chr17_49360030_49363504","UTP18"
"30196","chr17_49365575_49366116","UTP18"
"30197","chr17_49368313_49369002","UTP18"
"30198","chr17_49370406_49370865","UTP18"
"30199","chr17_49372409_49372773","UTP18"
"30200","chr17_49387372_49391385","RP11-1018N14.1"
"30201","chr17_49393610_49395640","RP11-1018N14.1"
"30202","chr17_49403470_49404847","RP11-1018N14.1"
"30203","chr17_49407737_49409440","RP11-1018N14.1"
"30204","chr17_49414225_49415872","RP11-1018N14.1"
"30205","chr17_49512779_49513636","RP11-1018N14.5"
"30206","chr17_49514308_49515794","RP11-1018N14.5"
"30207","chr17_49520953_49520959","RP11-1018N14.5"
"30208","chr17_49521952_49522328","RP11-1018N14.5"
"30209","chr17_49673677_49674285","RN7SL699P"
"30210","chr17_49707185_49709469","CA10"
"30211","chr17_49710075_49710082","CA10"
"30212","chr17_49714498_49716631","CA10"
"30213","chr17_49717323_49717787","CA10"
"30214","chr17_49723609_49723831","CA10"
"30215","chr17_49728378_49729468","CA10"
"30216","chr17_49734439_49735314","CA10"
"30217","chr17_49736729_49743185","CA10"
"30218","chr17_49744701_49750095","CA10"
"30219","chr17_49752308_49752479","CA10"
"30220","chr17_49753897_49755654","CA10"
"30221","chr17_49756681_49757399","CA10"
"30222","chr17_49758889_49759578","CA10"
"30223","chr17_49760757_49765134","CA10"
"30224","chr17_49766023_49766026","CA10"
"30225","chr17_49779323_49780321","CA10"
"30226","chr17_49787337_49790070","CA10"
"30227","chr17_49795350_49795560","CA10"
"30228","chr17_49817390_49819503","CA10"
"30229","chr17_49820156_49821055","CA10"
"30230","chr17_49823045_49823145","CA10"
"30231","chr17_49828233_49828783","CA10"
"30232","chr17_49833353_49833752","CA10"
"30233","chr17_49842291_49842758","CA10"
"30234","chr17_49845052_49845238","CA10"
"30235","chr17_49847835_49848298","CA10"
"30236","chr17_49849887_49852781","CA10"
"30237","chr17_49860850_49861676","CA10"
"30238","chr17_49872832_49873436","CA10"
"30239","chr17_49880248_49881302","CA10"
"30240","chr17_49939063_49939994","CA10"
"30241","chr17_49952376_49952929","CA10"
"30242","chr17_49962594_49966543","CA10"
"30243","chr17_49967523_49974006","CA10"
"30244","chr17_49978440_49978976","CA10"
"30245","chr17_49993014_49995657","CA10"
"30246","chr17_49996177_49998696","CA10"
"30247","chr17_50007309_50007686","CA10"
"30248","chr17_50026730_50027985","CA10"
"30249","chr17_50054897_50057273","CA10"
"30250","chr17_50079736_50079985","CA10"
"30251","chr17_50084698_50085446","CA10"
"30252","chr17_50087055_50088224","CA10"
"30253","chr17_50093958_50097390","CA10"
"30254","chr17_50101729_50101758","CA10"
"30255","chr17_50112381_50112565","CA10"
"30256","chr17_50113192_50113335","CA10"
"30257","chr17_50113960_50116157","CA10"
"30258","chr17_50116943_50118035","CA10"
"30259","chr17_50127606_50133885","CA10"
"30260","chr17_50139522_50143272","CA10"
"30261","chr17_50144494_50153085","CA10"
"30262","chr17_50153771_50155601","CA10"
"30263","chr17_50157845_50158349","CA10"
"30264","chr17_50160680_50162963","CA10"
"30265","chr17_50163658_50164755","CA10"
"30266","chr17_50166662_50171343","CA10"
"30267","chr17_50177533_50178994","CA10"
"30268","chr17_50181349_50182186","CA10"
"30269","chr17_50183194_50185342","CA10"
"30270","chr17_50187074_50187251","CA10"
"30271","chr17_50188311_50188668","CA10"
"30272","chr17_50198156_50198719","CA10"
"30273","chr17_50199326_50201834","CA10"
"30274","chr17_50212955_50213522","CA10"
"30275","chr17_50221078_50222400","CA10"
"30276","chr17_50466463_50466518","RP11-429O1.1"
"30277","chr17_50468679_50469833","RP11-429O1.1"
"30278","chr17_50471129_50471478","RP11-429O1.1"
"30279","chr17_50477934_50480246","RP11-429O1.1"
"30280","chr17_50481041_50481553","RP11-429O1.1"
"30281","chr17_50482187_50482953","RP11-429O1.1"
"30282","chr17_50501273_50501452","RP11-429O1.1"
"30283","chr17_50503711_50504634","RP11-429O1.1"
"30284","chr17_50507684_50509267","RP11-429O1.1"
"30285","chr17_50510968_50511750","RP11-429O1.1"
"30286","chr17_50527455_50527851","RP11-429O1.1"
"30287","chr17_50532502_50534619","RP11-429O1.1"
"30288","chr17_50540375_50542850","RP11-429O1.1"
"30289","chr17_50546627_50548998","RP11-429O1.1"
"30290","chr17_50550749_50551209","RP11-429O1.1"
"30291","chr17_50558045_50566611","RP11-429O1.1"
"30292","chr17_50594393_50595009","RP11-429O1.1"
"30293","chr17_50939573_50940527","AC102948.2"
"30294","chr17_50942318_50942974","AC102948.2"
"30295","chr17_50943490_50947366","AC102948.2"
"30296","chr17_50948066_50948642","AC102948.2"
"30297","chr17_50949415_50952429","AC102948.2"
"30298","chr17_50953063_50953088","AC102948.2"
"30299","chr17_50954273_50954579","AC102948.2"
"30300","chr17_50956502_50957566","AC102948.2"
"30301","chr17_51430630_51430876","RP11-146P2.1"
"30302","chr17_54967519_54969686","RP11-670E13.5"
"30303","chr17_54993064_54993450","TRIM25"
"30304","chr17_55072858_55073365","SCPEP1"
"30305","chr17_55344372_55344882","MSI2"
"30306","chr17_55348745_55349136","MSI2"
"30307","chr17_55356716_55357093","MSI2"
"30308","chr17_55394515_55395364","MSI2"
"30309","chr17_55413961_55414674","MSI2"
"30310","chr17_55419029_55422709","MSI2"
"30311","chr17_55437039_55437769","MSI2"
"30312","chr17_55444910_55445373","MSI2"
"30313","chr17_55463778_55463920","MSI2"
"30314","chr17_55496133_55496866","MSI2"
"30315","chr17_55513940_55514421","MSI2"
"30316","chr17_55518531_55518902","MSI2"
"30317","chr17_55520916_55521673","MSI2"
"30318","chr17_55526334_55526784","MSI2"
"30319","chr17_55576084_55578177","MSI2"
"30320","chr17_55583951_55584683","MSI2"
"30321","chr17_55601825_55602161","MSI2"
"30322","chr17_55639941_55640470","MSI2"
"30323","chr17_55641810_55642118","MSI2"
"30324","chr17_55664156_55664868","MSI2"
"30325","chr17_55672398_55673494","MSI2"
"30326","chr17_55674038_55674591","MSI2"
"30327","chr17_55690066_55690753","MSI2"
"30328","chr17_55693148_55693789","MSI2"
"30329","chr17_55704374_55704799","MSI2"
"30330","chr17_55710432_55710851","MSI2"
"30331","chr17_55718130_55718507","MSI2"
"30332","chr17_55750542_55751743","MSI2"
"30333","chr17_55763863_55764223","RNU7-134P"
"30334","chr17_55926353_55926642","MRPS23"
"30335","chr17_56290447_56290920","MKS1"
"30336","chr17_56297227_56297344","MKS1"
"30337","chr17_56305088_56305260","LPO"
"30338","chr17_56310641_56311381","LPO"
"30339","chr17_56313182_56313656","LPO"
"30340","chr17_56592385_56597854","MTMR4"
"30341","chr17_56598849_56600010","RP11-112H10.4"
"30342","chr17_56602311_56603427","RP11-112H10.4"
"30343","chr17_56610379_56610678","RP11-112H10.4"
"30344","chr17_56629816_56630186","RP11-112H10.4"
"30345","chr17_56653827_56654368","TEX14"
"30346","chr17_56678517_56679529","TEX14"
"30347","chr17_56681471_56682272","TEX14"
"30348","chr17_56715799_56716404","TEX14"
"30349","chr17_56737660_56738036","TEX14"
"30350","chr17_56763002_56763420","TEX14"
"30351","chr17_56779408_56780987","RAD51C"
"30352","chr17_56786748_56787796","RAD51C"
"30353","chr17_56793649_56794399","RAD51C"
"30354","chr17_56832452_56835600","PPM1E"
"30355","chr17_56879978_56880621","PPM1E"
"30356","chr17_56883604_56884005","PPM1E"
"30357","chr17_56884537_56884667","PPM1E"
"30358","chr17_56890286_56890452","PPM1E"
"30359","chr17_56891722_56892189","PPM1E"
"30360","chr17_56907735_56908962","PPM1E"
"30361","chr17_56910022_56910988","PPM1E"
"30362","chr17_56911678_56916538","PPM1E"
"30363","chr17_56918687_56919978","PPM1E"
"30364","chr17_56939693_56940378","PPM1E"
"30365","chr17_56960113_56961509","PPM1E"
"30366","chr17_56976910_56979398","PPM1E"
"30367","chr17_56983082_56984008","PPM1E"
"30368","chr17_56985170_56986244","PPM1E"
"30369","chr17_57004803_57005629","PPM1E"
"30370","chr17_57009903_57010640","PPM1E"
"30371","chr17_57045302_57047778","PPM1E"
"30372","chr17_57082329_57083407","TRIM37"
"30373","chr17_57084323_57086879","TRIM37"
"30374","chr17_57090645_57090930","TRIM37"
"30375","chr17_57092046_57092501","TRIM37"
"30376","chr17_57099220_57099516","TRIM37"
"30377","chr17_57102120_57102581","TRIM37"
"30378","chr17_57114012_57114451","TRIM37"
"30379","chr17_57130902_57131411","TRIM37"
"30380","chr17_57243022_57243714","PRR11"
"30381","chr17_57255206_57259263","PRR11"
"30382","chr17_57260428_57260453","PRR11"
"30383","chr17_57281866_57282368","PRR11"
"30384","chr17_57284539_57285746","CTD-2510F5.6"
"30385","chr17_57338550_57338894","GDPD1"
"30386","chr17_57357026_57357493","SNRPGP17"
"30387","chr17_57408241_57408875","YPEL2"
"30388","chr17_57439895_57441684","YPEL2"
"30389","chr17_57442883_57443775","YPEL2"
"30390","chr17_57454744_57455982","YPEL2"
"30391","chr17_57537535_57537936","RP11-567L7.6"
"30392","chr17_57551175_57552704","RP11-567L7.6"
"30393","chr17_57554001_57554326","RP11-567L7.6"
"30394","chr17_57577813_57578302","RP11-567L7.6"
"30395","chr17_57597793_57598194","RP11-567L7.6"
"30396","chr17_57599103_57600645","RP11-567L7.6"
"30397","chr17_57601260_57601909","RP11-567L7.6"
"30398","chr17_57603574_57606563","RP11-567L7.6"
"30399","chr17_57646306_57646533","DHX40"
"30400","chr17_57662668_57663455","DHX40"
"30401","chr17_57671669_57672861","DHX40"
"30402","chr17_57698716_57698840","CLTC"
"30403","chr17_57747504_57747935","CLTC"
"30404","chr17_57783157_57783738","PTRH2"
"30405","chr17_57811012_57811617","VMP1"
"30406","chr17_57832216_57833751","VMP1"
"30407","chr17_57849180_57851740","VMP1"
"30408","chr17_57854342_57854583","VMP1"
"30409","chr17_57857836_57858350","VMP1"
"30410","chr17_57860588_57862710","VMP1"
"30411","chr17_57867740_57869215","VMP1"
"30412","chr17_57872497_57875646","VMP1"
"30413","chr17_57890111_57890592","VMP1"
"30414","chr17_57892203_57893894","VMP1"
"30415","chr17_57898723_57900322","VMP1"
"30416","chr17_57902520_57904012","VMP1"
"30417","chr17_57905189_57906220","VMP1"
"30418","chr17_57907193_57907215","VMP1"
"30419","chr17_57917046_57917567","VMP1"
"30420","chr17_57939435_57941106","TUBD1"
"30421","chr17_57943095_57943624","TUBD1"
"30422","chr17_57946177_57947629","TUBD1"
"30423","chr17_57948249_57950143","TUBD1"
"30424","chr17_57950776_57951505","TUBD1"
"30425","chr17_57952813_57952815","TUBD1"
"30426","chr17_57953533_57957056","TUBD1"
"30427","chr17_57982383_57982901","RPS6KB1"
"30428","chr17_57986701_57989348","RPS6KB1"
"30429","chr17_57993299_57994208","RPS6KB1"
"30430","chr17_57995170_57996079","RPS6KB1"
"30431","chr17_57999238_58000110","RPS6KB1"
"30432","chr17_58002630_58003028","RPS6KB1"
"30433","chr17_58005276_58008505","RPS6KB1"
"30434","chr17_58033011_58033183","RP11-178C3.1"
"30435","chr17_58082330_58085484","TBC1D3P1-DHX40P1"
"30436","chr17_58091254_58091354","TBC1D3P1-DHX40P1"
"30437","chr17_58092084_58092819","TBC1D3P1-DHX40P1"
"30438","chr17_58120211_58120559","AC005702.1"
"30439","chr17_58121873_58122359","AC005702.4"
"30440","chr17_58152622_58154080","HEATR6"
"30441","chr17_58156602_58158002","HEATR6"
"30442","chr17_58166044_58166239","CTD-2319I12.2"
"30443","chr17_58170608_58170949","CTD-2319I12.1"
"30444","chr17_58199959_58200494","CTD-2319I12.3"
"30445","chr17_58217657_58220242","CTD-2319I12.5"
"30446","chr17_58232362_58234160","CA4"
"30447","chr17_58247547_58248149","CA4"
"30448","chr17_58249058_58250420","FAM106DP"
"30449","chr17_58272983_58273723","USP32"
"30450","chr17_58277065_58280428","USP32"
"30451","chr17_58281717_58282177","USP32"
"30452","chr17_58284704_58285231","USP32"
"30453","chr17_58287916_58288930","USP32"
"30454","chr17_58291310_58291534","USP32"
"30455","chr17_58301558_58301904","USP32"
"30456","chr17_58303206_58305190","USP32"
"30457","chr17_58307988_58311381","USP32"
"30458","chr17_58316319_58320983","USP32"
"30459","chr17_58321699_58345857","USP32"
"30460","chr17_58349825_58350108","USP32"
"30461","chr17_58351086_58355129","USP32"
"30462","chr17_58358203_58358797","USP32"
"30463","chr17_58360690_58360907","USP32"
"30464","chr17_58368865_58369284","USP32"
"30465","chr17_58369812_58370733","USP32"
"30466","chr17_58375268_58377169","USP32"
"30467","chr17_58379096_58379507","USP32"
"30468","chr17_58380267_58380583","USP32"
"30469","chr17_58382075_58382986","USP32"
"30470","chr17_58384189_58384214","USP32"
"30471","chr17_58384846_58385334","USP32"
"30472","chr17_58387886_58388083","USP32"
"30473","chr17_58417240_58418175","USP32"
"30474","chr17_58420825_58421157","USP32"
"30475","chr17_58447235_58447929","USP32"
"30476","chr17_58487069_58488626","USP32"
"30477","chr17_58503866_58505611","C17orf64"
"30478","chr17_58506838_58507581","C17orf64"
"30479","chr17_58513226_58515263","RPL12P38"
"30480","chr17_58520754_58521425","APPBP2"
"30481","chr17_58526522_58528053","APPBP2"
"30482","chr17_58530543_58532994","APPBP2"
"30483","chr17_58534307_58535622","APPBP2"
"30484","chr17_58541272_58541391","APPBP2"
"30485","chr17_58556773_58557524","APPBP2"
"30486","chr17_58563993_58564666","APPBP2"
"30487","chr17_58568131_58569689","APPBP2"
"30488","chr17_58577622_58578055","APPBP2"
"30489","chr17_58587583_58588103","APPBP2"
"30490","chr17_58614838_58615354","RP11-15E18.1"
"30491","chr17_58615925_58616281","RP11-15E18.1"
"30492","chr17_58621198_58621479","RP11-15E18.1"
"30493","chr17_58626871_58627384","RP11-15E18.1"
"30494","chr17_58657197_58660181","RP11-15E18.4"
"30495","chr17_58691837_58693285","PPM1D"
"30496","chr17_58710957_58711357","PPM1D"
"30497","chr17_58755491_58756865","BCAS3"
"30498","chr17_58885485_58885823","BCAS3"
"30499","chr17_58944830_58945402","BCAS3"
"30500","chr17_58947868_58948260","BCAS3"
"30501","chr17_58954280_58954769","BCAS3"
"30502","chr17_58985487_58985616","BCAS3"
"30503","chr17_58996734_58997952","BCAS3"
"30504","chr17_59000961_59002149","BCAS3"
"30505","chr17_59004631_59005313","BCAS3"
"30506","chr17_59105706_59107691","BCAS3"
"30507","chr17_59153830_59156486","BCAS3"
"30508","chr17_59160119_59160624","BCAS3"
"30509","chr17_59163500_59163901","BCAS3"
"30510","chr17_59165844_59166486","BCAS3"
"30511","chr17_59167409_59168011","BCAS3"
"30512","chr17_59170826_59170846","BCAS3"
"30513","chr17_59209091_59210940","BCAS3"
"30514","chr17_59219479_59221600","BCAS3"
"30515","chr17_59266774_59267075","BCAS3"
"30516","chr17_59276669_59279067","BCAS3"
"30517","chr17_59287403_59288296","BCAS3"
"30518","chr17_59290236_59290793","BCAS3"
